City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,choyr,46.3611,108.3611,72.16,51,78,11.25,MN,1691635292
365,sitka,57.0531,-135.33,60.69,82,100,8.05,US,1691635263
366,barra do garcas,-15.89,-52.2567,74.16,27,1,2.17,BR,1691635293
367,san antonio de pale,-1.4014,5.6325,74.43,79,95,11.36,GQ,1691635293
368,dunedin,-45.8742,170.5036,47.8,52,59,4.0,NZ,1691635151
369,port saint john's,-31.6229,29.5448,61.09,88,39,8.52,ZA,1691635027
370,pottsville,40.6857,-76.1955,71.83,98,74,2.37,US,1691635293
371,santa vitoria do palmar,-33.5189,-53.3681,58.96,93,100,13.51,BR,1691635293
372,pathein,16.7833,94.7333,84.29,75,99,10.02,MM,1691635293
373,magadan,59.5667,150.8,70.54,55,6,6.62,RU,1691635293
374,monahans,31.5943,-102.8926,101.08,18,0,8.21,US,1691635294
375,natal,-5.795,-35.2094,74.05,94,40,8.05,BR,1691635294
376,calchaqui,-29.8877,-60.287,58.82,92,6,8.97,AR,1691635294
377,laojunmiao,39.8333,97.7333,70.43,50,100,6.2,CN,1691635294
378,puerto rico,-26.796,-55.024,61.05,99,34,1.79,AR,1691635290
379,nar'yan-mar,67.6713,53.087,56.5,75,0,6.17,RU,1691635294
380,villamontes,-21.25,-63.5,63.55,53,0,4.0,BO,1691635294
381,dolbeau-mistassini,48.8763,-72.212,61.45,89,17,2.71,CA,1691635294
382,serdar,38.9764,56.2757,89.46,19,0,3.96,TM,1691635294
383,nova vicosa,-17.8919,-39.3719,71.22,74,8,6.08,BR,1691635294
384,fort bragg,35.139,-79.006,79.92,76,0,0.0,US,1691635294
385,lodwar,3.1191,35.5973,77.56,55,29,13.35,KE,1691635295
386,maine soroa,13.2114,12.0241,77.86,70,100,7.92,NE,1691635295
387,karratha,-20.7377,116.8463,80.96,29,55,9.95,AU,1691635295
388,yuzhno-kurilsk,44.0306,145.8556,71.26,91,100,13.11,RU,1691635295
389,dabou,5.3256,-4.3769,74.05,89,100,10.18,CI,1691635295
390,nadym,65.5333,72.5167,48.76,73,100,24.56,RU,1691635295
391,el realejo,12.5431,-87.1647,82.11,80,48,4.74,NI,1691635295
392,sechura,-5.5569,-80.8222,71.82,77,9,13.18,PE,1691635295
393,puerto carreno,6.189,-67.4859,75.24,95,100,6.31,CO,1691635295
394,kavaratti,10.5669,72.642,81.81,78,100,17.65,IN,1691635295
395,bridgetown,13.1,-59.6167,82.89,83,40,11.5,BB,1691635296
396,kivioli,59.3531,26.9711,52.52,88,4,7.2,EE,1691635296
397,jimenez,28.3333,-105.4,87.49,27,58,5.55,MX,1691635296
398,pop,40.8736,71.1089,81.09,25,1,6.51,UZ,1691635296
399,itoman,26.1247,127.6694,88.57,84,20,6.91,JP,1691635296
400,rosso,16.4986,-15.8153,78.93,71,89,13.18,SN,1691635296
401,burang,30.25,81.1667,55.76,77,100,4.29,CN,1691635296
402,villazon,-22.0866,-65.5942,42.73,14,0,2.13,BO,1691635296
403,basoko,1.2391,23.616,71.49,95,90,4.32,CD,1691635296
404,lisala,2.15,21.5167,69.6,98,100,1.99,CD,1691635297
405,mossel bay,-34.1831,22.146,51.73,74,0,3.53,ZA,1691635297
406,gandajika,-6.75,23.95,71.26,37,36,4.74,CD,1691635297
407,prainha,-1.8,-53.48,76.51,79,10,4.14,BR,1691635297
408,schuyler,42.4167,-76.883,67.98,86,94,1.01,US,1691635297
409,port elizabeth,-33.918,25.5701,55.69,94,0,6.91,ZA,1691635212
410,bhuj,23.2667,69.6667,81.68,78,100,20.42,IN,1691635297
411,bim son,20.0781,105.8603,89.87,61,90,4.14,VN,1691635297
412,okhotsk,59.3833,143.3,63.48,65,15,10.22,RU,1691635297
413,sao gabriel da cachoeira,-0.1303,-67.0892,74.19,91,64,0.85,BR,1691635297
414,khorixas,-20.3667,14.9667,63.81,43,68,1.66,NA,1691635298
415,xai-xai,-25.0519,33.6442,68.9,60,100,9.19,MZ,1691635298
416,dalandzadgad,43.5708,104.425,81.77,37,93,8.55,MN,1691635298
417,ciudad lazaro cardenas,17.9583,-102.2,82.8,79,100,1.48,MX,1691635298
418,tangalle,6.024,80.7911,84.36,71,100,12.82,LK,1691635298
419,nahiyat ash shinafiyah,31.5874,44.6602,95.25,9,0,10.2,IQ,1691635298
420,aykhal,66.0,111.5,67.93,62,86,18.07,RU,1691635298
421,new norfolk,-42.7826,147.0587,60.3,63,86,8.95,AU,1691635298
422,sumbe,-11.2061,13.8437,66.0,92,0,1.97,AO,1691635298
423,ribeira brava,32.65,-17.0667,75.83,72,2,3.4,PT,1691635298
424,kismayo,-0.3582,42.5454,74.91,84,89,11.56,SO,1691635299
425,marrakesh,31.6315,-8.0083,87.87,55,75,4.61,MA,1691635299
426,jilib,0.4883,42.7854,69.98,96,80,3.83,SO,1691635299
427,bayanhongor,46.7167,100.1167,63.68,55,71,3.44,MN,1691635299
428,waimea,20.0231,-155.6717,72.46,80,46,8.99,US,1691635299
429,phan rang-thap cham,11.5667,108.9833,94.89,42,2,7.18,VN,1691635299
430,jagdalpur,19.0667,82.0333,80.31,70,80,3.42,IN,1691635299
431,vershino-darasunskiy,52.35,115.5167,57.02,98,100,8.86,RU,1691635299
432,yeed,4.55,43.0333,73.47,67,75,17.31,SO,1691635299
433,freetown,8.484,-13.2299,76.71,88,75,13.8,SL,1691635045
434,anaconda,46.1285,-112.9423,63.59,93,100,3.83,US,1691635182
435,harstad,68.799,16.5293,57.15,68,6,5.77,NO,1691635300
436,fethiye,36.6217,29.1164,71.47,76,0,1.01,TR,1691635300
437,malango,-2.9627,119.9001,80.51,60,86,3.65,ID,1691635300
438,severnoye,56.3491,78.3619,56.16,89,100,5.39,RU,1691635300
439,tibu,8.639,-72.7358,75.43,97,90,1.52,CO,1691635300
440,tezu,27.9167,96.1667,88.16,69,58,3.65,IN,1691635300
441,eureka,40.8021,-124.1637,68.2,87,48,4.45,US,1691635130
442,kitami,43.8031,143.8908,78.26,74,100,7.18,JP,1691635300
443,lodja,-3.4833,23.4333,69.93,70,10,0.85,CD,1691635300
444,al bawiti,28.3492,28.8659,75.16,62,0,6.29,EG,1691635300
445,linden,6.0,-58.3,74.41,95,32,1.03,GY,1691635138
446,tongchuan,35.0806,109.0897,79.74,68,91,4.81,CN,1691635301
447,yashkul',46.1711,45.3435,84.96,39,58,8.72,RU,1691635301
448,al bayda',32.7627,21.7551,68.76,78,70,10.92,LY,1691635211
449,birao,10.2849,22.7882,69.53,98,99,3.24,CF,1691635301
450,lerwick,60.1545,-1.1494,51.8,78,51,11.21,GB,1691635036
451,bonthe,7.5264,-12.505,75.94,93,100,13.29,SL,1691635301
452,chern',53.4523,36.9145,56.52,80,0,4.27,RU,1691635301
453,loiza,18.4313,-65.8802,86.0,84,20,6.91,PR,1691635301
454,whangarei,-35.7317,174.3239,53.65,86,37,7.65,NZ,1691635301
455,tete,-16.1564,33.5867,68.09,68,75,5.75,MZ,1691635301
456,luau,-10.7073,22.2247,61.12,38,6,3.58,AO,1691635301
457,balotra,25.8333,72.2333,83.16,70,57,16.08,IN,1691635302
458,fort mcmurray,56.7268,-111.381,56.79,94,100,9.22,CA,1691635031
459,behompy,-23.2496,43.8557,64.31,92,15,8.12,MG,1691635302
460,pimentel,-6.8367,-79.9342,71.89,83,75,13.8,PE,1691635302
461,fada,9.5667,8.3,66.85,99,75,2.42,NG,1691635302
462,hemsby,52.6971,1.6918,59.38,90,28,7.78,GB,1691635302
463,cairo,30.0626,31.2497,79.56,78,0,3.44,EG,1691635302
464,pelaya,8.6882,-73.6645,76.21,96,100,4.09,CO,1691635302
465,porto novo,6.4965,2.6036,76.82,87,100,8.23,BJ,1691635302
466,geraldton,-28.7667,114.6,59.41,77,100,6.91,AU,1691635302
467,san marcos,33.1434,-117.1661,76.95,80,100,5.99,US,1691635291
468,mukalla,14.5425,49.1242,84.4,68,81,5.08,YE,1691635303
469,al jawf,29.5,38.75,80.65,27,0,8.21,SA,1691635303
470,bikenibeu village,1.3673,173.1241,89.56,66,20,4.61,KI,1691635303
471,sogndal,61.2283,7.1003,50.38,100,100,0.0,NO,1691635303
472,sitia,35.2,26.0986,77.99,70,0,22.3,GR,1691635303
473,marsh harbour,26.5412,-77.0636,85.8,71,100,9.13,BS,1691635303
474,pakuranga,-36.8833,174.9167,56.86,69,100,14.97,NZ,1691635303
475,crane,31.3974,-102.3501,91.98,22,48,5.84,US,1691635298
476,ione,38.3527,-120.9327,89.44,32,0,6.91,US,1691635303
477,aitape,-3.1374,142.3475,85.39,69,72,7.07,PG,1691635303
478,rio grande,-32.035,-52.0986,59.95,94,100,16.06,BR,1691635303
479,amursk,50.2261,136.8994,66.96,63,100,13.35,RU,1691635304
480,vrangel',42.7297,133.0839,67.1,99,100,11.86,RU,1691635304
481,podporozh'ye,60.9112,34.1706,58.77,99,91,2.95,RU,1691635134
482,constitucion,-35.3333,-72.4167,53.2,97,100,13.8,CL,1691635304
483,paradip garh,20.3167,86.6167,87.62,60,46,9.17,IN,1691635304
484,prabumulih,-3.45,104.25,85.89,57,40,5.03,ID,1691635304
485,sandnessjoen,66.0217,12.6316,59.52,77,7,11.36,NO,1691635304
486,cefalu,38.0386,14.0229,69.75,70,11,5.01,IT,1691635304
487,fiche,9.8,38.7333,47.7,85,100,0.4,ET,1691635304
488,simanggang,1.2472,111.4528,86.02,79,20,2.3,MY,1691635304
489,beohari,24.05,81.3833,79.3,77,89,11.7,IN,1691635304
490,maglaj,44.5492,18.0967,58.69,69,88,2.46,BA,1691635305
491,kailua-kona,19.6406,-155.9956,85.96,69,40,9.22,US,1691635305
492,cidreira,-30.1811,-50.2056,61.59,95,100,16.84,BR,1691635027
493,emerald,-23.5333,148.1667,72.34,44,0,5.79,AU,1691635098
494,taitung city,22.7583,121.1444,89.87,79,75,2.3,TW,1691635305
495,pitimbu,-7.4706,-34.8086,73.99,79,9,12.75,BR,1691635305
496,gourock,55.9616,-4.8179,63.45,99,100,0.65,GB,1691635305
497,zouerate,22.7187,-12.4521,86.16,36,0,9.37,MR,1691635305
498,itaituba,-4.2761,-55.9836,77.99,69,11,2.17,BR,1691635305
499,zheshart,62.0731,49.5733,65.25,74,6,1.16,RU,1691635305
500,leh,34.1667,77.5833,66.45,36,4,4.03,IN,1691635306
501,saldanha,-33.0117,17.9442,51.85,65,0,5.88,ZA,1691635205
502,qinzhou,21.95,108.6167,87.78,71,95,6.69,CN,1691635306
503,castillos,-34.1667,-53.8333,57.81,94,100,12.77,UY,1691635306
504,port douglas,-16.4833,145.4667,72.7,72,95,16.35,AU,1691635306
505,timbuktu,16.7735,-3.0074,89.67,46,95,13.76,ML,1691635306
506,port hedland,-20.3167,118.5667,86.05,16,2,5.75,AU,1691635043
507,rupert,42.6191,-113.6772,78.75,44,0,4.61,US,1691635288
508,whistler,50.1164,-122.9695,59.7,96,96,3.62,CA,1691635306
509,nuuk,64.1835,-51.7216,39.81,100,100,11.5,GL,1691635161
510,greymouth,-42.4667,171.2,48.0,47,0,3.38,NZ,1691635306
511,peace river,56.2501,-117.286,62.91,100,100,2.3,CA,1691635307
512,chul'man,56.8479,124.9104,76.48,39,31,11.9,RU,1691635307
513,askale,39.9208,40.695,63.75,43,1,6.53,TR,1691635307
514,kodinsk,58.6881,99.1844,72.72,51,95,5.48,RU,1691635307
515,guiuan,11.0333,125.7247,84.24,75,92,10.67,PH,1691635307
516,chabahar,25.2919,60.643,80.98,83,80,9.17,IR,1691635307
517,saint-pierre,-21.3393,55.4781,67.68,64,20,6.91,RE,1691635307
518,launceston,-41.45,147.1667,60.44,63,40,9.22,AU,1691635307
519,rongelap,11.1635,166.8941,83.1,75,13,10.45,MH,1691635307
520,shohimardon,39.9839,71.8028,72.37,39,0,3.44,UZ,1691635307
521,turkmenbasy,40.0222,52.9552,75.97,50,0,4.61,TM,1691635307
522,garachico,28.7781,-17.7646,71.71,69,0,14.97,ES,1691635308
523,turan,16.0678,108.2208,93.18,49,0,3.44,VN,1691635308
524,bishkek,42.87,74.59,73.6,25,0,5.12,KG,1691635308
525,myrhorod,49.9685,33.6089,56.34,83,27,7.34,UA,1691635211
526,howrah,22.5892,88.3103,84.2,84,75,5.75,IN,1691635308
527,khandyga,62.6667,135.6,77.77,32,21,2.39,RU,1691635308
528,luzilandia,-3.4578,-42.3703,71.65,96,15,2.89,BR,1691635308
529,newman,37.3138,-121.0208,91.63,10,0,9.22,US,1691635308
530,verkhnyaya khava,51.8404,39.9413,55.47,76,6,6.78,RU,1691635308
531,iksan,35.9439,126.9544,73.22,94,100,22.59,KR,1691635308
532,horta,38.5333,-28.6333,70.02,86,87,5.99,PT,1691635309
533,howard springs,-12.497,131.047,86.83,29,59,10.63,AU,1691635309
534,walvis bay,-22.9575,14.5053,56.35,94,90,12.66,NA,1691635309
535,weno,7.4515,151.8468,83.17,73,92,7.38,FM,1691635309
536,nantucket,41.2835,-70.0995,75.25,71,0,12.66,US,1691635052
537,murzuq,25.9155,13.9184,77.7,32,0,10.36,LY,1691635309
538,celestun,20.8667,-90.4,83.53,79,56,15.84,MX,1691635309
539,novodvinsk,64.4165,40.8122,63.19,85,0,4.68,RU,1691635309
540,ayr,55.4627,-4.6339,64.38,88,100,4.61,GB,1691635310
541,melfort,52.8667,-104.6177,60.93,55,100,5.75,CA,1691635310
542,la mira,18.035,-102.3266,81.72,81,100,2.08,MX,1691635311
543,cascais,38.6979,-9.4215,69.15,85,3,15.99,PT,1691635311
544,strelka,58.0728,93.0344,69.44,55,12,4.18,RU,1691635311
545,sibiti,-3.6819,13.3499,67.12,85,77,2.33,CG,1691635311
546,aden,12.7794,45.0367,84.16,74,32,7.18,YE,1691635311
547,sale,34.0389,-6.8166,74.64,100,75,3.44,MA,1691635311
548,angaur state,6.906,134.13,82.9,80,100,19.42,PW,1691635311
549,narvik,68.4384,17.4272,59.38,77,18,7.0,NO,1691635311
550,tazovsky,67.4667,78.7,46.24,85,100,20.8,RU,1691635311
551,mulayjah,27.271,48.4242,90.1,35,0,4.09,SA,1691635312
552,saint-joseph,-21.3667,55.6167,66.58,79,23,4.07,RE,1691635312
553,kyzyl-mazhalyk,51.1333,90.6,66.24,67,22,0.87,RU,1691635312
554,spring creek,40.7266,-115.5859,82.09,23,89,6.2,US,1691635312
555,kristinestad,62.2743,21.376,54.57,85,43,9.17,FI,1691635312
556,sibolga,1.7427,98.7792,78.64,86,100,1.61,ID,1691635312
557,afif,23.9065,42.9172,80.74,19,70,3.4,SA,1691635312
558,sur,22.5667,59.5289,85.32,61,58,10.22,OM,1691635312
559,sosnogorsk,63.6023,53.8817,64.02,64,64,4.36,RU,1691635166
560,kapuskasing,49.4169,-82.4331,64.49,82,75,16.11,CA,1691635211
561,villa general belgrano,-31.9754,-64.5559,51.66,66,100,7.92,AR,1691635313
562,poxoreo,-15.8372,-54.3892,75.34,33,0,4.45,BR,1691635313
563,uliastay,47.7417,96.8444,66.27,55,58,5.3,MN,1691635313
564,taulaga,-11.0553,-171.0883,82.4,78,84,15.05,AS,1691635313
565,teknaf,20.8624,92.3058,79.77,88,100,4.27,BD,1691635313
566,riberalta,-10.9833,-66.1,83.3,50,68,2.08,BO,1691635313
567,cruzeiro do sul,-29.5128,-51.9853,64.51,94,100,0.67,BR,1691635313
568,puerto deseado,-47.7503,-65.8938,49.26,77,100,9.26,AR,1691635313
569,amqui,48.4638,-67.4313,57.7,99,100,11.07,CA,1691635313
570,taroudant,30.4703,-8.877,93.18,18,30,7.45,MA,1691635313
571,mohacs,45.9931,18.6831,62.06,62,100,5.39,HU,1691635071
572,kukmor,56.1855,50.8944,68.29,62,6,3.44,RU,1691635314
573,kuanda,56.3161,116.0806,77.16,44,100,8.19,RU,1691635285
574,zeribet el oued,34.6828,6.5111,83.84,36,0,6.51,DZ,1691635314
575,bhamo,24.2667,97.2333,77.52,98,97,0.49,MM,1691635314
576,mangai,-4.05,19.5333,73.2,69,63,2.64,CD,1691635314
577,mumford,5.2618,-0.759,74.73,88,100,10.71,GH,1691635314
578,huautla de jimenez,18.1315,-96.8409,60.91,94,100,0.36,MX,1691635314
579,siguiri,11.6667,-9.5,73.69,96,100,6.6,GN,1691635314
580,minas de marcona,-15.2119,-75.1103,54.7,88,27,10.56,PE,1691635314
581,keflavik,64.0049,-22.5624,54.03,71,0,5.75,IS,1691635314
582,naryn,41.4287,75.9911,69.98,27,7,1.19,KG,1691635315
583,thinadhoo,0.5333,72.9333,81.7,76,97,9.31,MV,1691635315
584,salekhard,66.53,66.6019,59.29,59,14,11.12,RU,1691635315
